연월,NO,monaCode,구분,소속,직위,이름,재산구분,본인과의 관계,재산의종류,소재지 면적 등 권리의 명세,종전가액,증가액,증가액실거래가격,감소액,감소액실거래가격,현재가액,변동사유
202503,3297,RQQ3807K,1.국회의원,국회,국회의원,위성곤,예금,배우자,,"(주)KB손해보험 0(4,400 감소), 농협손해보험 3,400(600 증가), 농협은행 63(636 감소), 새마을금고중앙회 100(10,000 감소), 신용협동조합중앙회 1,016(21,984 감소), 우체국 45,831(551 증가), 주식회사 카카오뱅크 35(35 증가), 한화손해보험 0(27,481 감소),현대해상화재보험 23,537(6,498 증가)","130,799","14,492",,"71,309",,"73,982",급여 저축 및 생활비 지출 등
202503,3298,RQQ3807K,1.국회의원,국회,국회의원,위성곤,예금,모,,"농협중앙회 8,255(1,919 증가), 삼성생명보험 13,000,새마을금고중앙회 41,934(26,885 감소), 우체국 1,163(1 증가), 한화생명보험주식회사 23,047, 현대해상화재보험 8,839(326 증가)","120,877","43,966",,"68,605",,"96,238",급여 저축 및 생활비 지출 등
202503,3299,RQQ3807K,1.국회의원,국회,국회의원,위성곤,예금,장남,,"국민은행 78(290 감소), 농협은행 0(22 감소)",390,0,,312,,78,급여 저축 및 생활비 지출 등
202503,3300,RQQ3807K,1.국회의원,국회,국회의원,위성곤,예금,장녀,,"우리은행 2,507(252 증가), 주식회사 카카오뱅크 13(13증가)","2,255",265,,0,,"2,520",급여 저축 및 생활비 지출 등
202503,3301,RQQ3807K,1.국회의원,국회,국회의원,위성곤,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 67,557(62,026 증가)","5,531","62,026",,0,,"67,557",후원금 증가
202503,3302,RQQ3807K,1.국회의원,국회,국회의원,위성곤,채권,모,,사인간채권,"155,000",0,,0,,"155,000",
202503,3303,RQQ3807K,1.국회의원,국회,국회의원,위성곤,채무,본인,,사인간채무,"160,000",0,,0,,"160,000",
202503,3304,RQQ3807K,1.국회의원,국회,국회의원,위성곤,채무,본인,금융채무,"농협은행 83,746(35,616 증가)","48,130","42,538",,"6,922",,"83,746",생활비 지출로 인한 변동
202503,3305,RQQ3807K,1.국회의원,국회,국회의원,위성곤,채무,배우자,금융채무,"현대해상화재보험 5,500(3,000 증가)","2,500","3,000",,0,,"5,500",
202503,3306,RQQ3807K,1.국회의원,국회,국회의원,위성곤,채무,모,금융채무,"한화생명보험주식회사 1,100","1,100",0,,0,,"1,100",
202503,3307,T9E37304,1.국회의원,국회,국회의원,위성락,토지,본인,전,전라남도 장흥군 관산읍 옥당리 723-1번지 615.00㎡,"6,150",0,,0,,"6,150",가액변동 없음
202503,3308,T9E37304,1.국회의원,국회,국회의원,위성락,토지,본인,임야,"전라남도 장흥군 관산읍 옥당리 산 56-1번지 4,364.00㎡","7,898",0,,0,,"7,898",가액변동 없음
202503,3309,T9E37304,1.국회의원,국회,국회의원,위성락,토지,본인,답,"전라남도 장흥군 관산읍 옥당리 538-6번지 1,101.00㎡ 중550.50㎡","6,661",0,,0,,"6,661",가액변동 없음
202503,3310,T9E37304,1.국회의원,국회,국회의원,위성락,토지,배우자,도로,경기도 양평군 강하면 운심리 149-20번지 602.00㎡ 중109.00㎡,"9,613",0,,0,,"9,613",가액변동 없음
202503,3311,T9E37304,1.국회의원,국회,국회의원,위성락,토지,장남,임야,"강원특별자치도 영월군 남면 조전리 산 19번지75,769.00㎡","27,201",0,,0,,"27,201",가액변동 없음
202503,3312,T9E37304,1.국회의원,국회,국회의원,위성락,토지,장남,임야,"강원특별자치도 영월군 남면 조전리 산 23번지55,636.00㎡","23,422",0,,0,,"23,422",가액변동 없음
202503,3313,T9E37304,1.국회의원,국회,국회의원,위성락,토지,장남,임야,"충청남도 당진시 송악읍 영천리 산 85-6번지 4,489.00㎡중 2,244.50㎡","64,866",0,,0,,"64,866",가액변동 없음
202503,3314,T9E37304,1.국회의원,국회,국회의원,위성락,토지,차남,임야,"충청남도 당진시 송악읍 영천리 산 85-6번지 4,489.00㎡중 2,244.50㎡","64,866",0,,0,,"64,866",가액변동 없음
202503,3315,T9E37304,1.국회의원,국회,국회의원,위성락,건물,본인,아파트,서울특별시 강동구 고덕동 래미안힐스테이트고덕 건물97.00㎡,"1,104,000",0,,0,,"1,104,000",가액변동 없음
202503,3316,T9E37304,1.국회의원,국회,국회의원,위성락,건물,본인,상가,경기도 성남시 분당구 서현동 유성트윈프라자1차 대지28.31㎡ 건물 102.43㎡,"612,074",0,,0,,"612,074",가액변동 없음
202503,3317,T9E37304,1.국회의원,국회,국회의원,위성락,건물,본인,오피스텔(전세(임차)권),서울특별시 성동구 도선동 한성아펠타워 대지 3.77㎡ 건물20.18㎡,"50,000",0,,0,,"50,000",변동 없음
202503,3318,T9E37304,1.국회의원,국회,국회의원,위성락,건물,배우자,상가,경기도 용인시 수지구 동천동 대지 684.00㎡ 건물 420.87㎡,"1,098,943",0,,0,,"1,098,943",가액변동 없음
202503,3319,T9E37304,1.국회의원,국회,국회의원,위성락,건물,배우자,상가,서울특별시 강남구 논현동 펜트힐캐스케이드 제지2층 대지10.15㎡ 건물 40.86㎡,"1,099,440",0,,0,,"1,099,440",가액변동 없음
202503,3320,T9E37304,1.국회의원,국회,국회의원,위성락,건물,배우자,오피스텔,서울특별시 동대문구 전농동 청량리 창보 리버리치2 대지7.83㎡ 건물 41.86㎡,"526,600",0,,0,,"526,600",가액변동 없음
202503,3321,T9E37304,1.국회의원,국회,국회의원,위성락,건물,장남,단독주택,경기도 양평군 강하면 운심리 대지 825.00㎡ 건물 147.03㎡,"405,000",0,,0,,"405,000",가액변동 없음
202503,3322,T9E37304,1.국회의원,국회,국회의원,위성락,건물,장남,오피스텔,서울특별시 성동구 도선동 한성아펠타워 대지 3.77㎡ 건물20.18㎡,"227,000",0,,0,,"227,000",가액변동 없음
202503,3323,T9E37304,1.국회의원,국회,국회의원,위성락,건물,차남,오피스텔,서울특별시 중구 정동 삼정 아트테라스 정동 건물 18.08㎡,"272,200",0,,0,,"272,200",가액변동 없음
202503,3324,T9E37304,1.국회의원,국회,국회의원,위성락,건물,차남,오피스텔(전세(임차)권),서울특별시 종로구 내수동 경희궁의아침 3단지 건물0.00㎡ (건물 37.50㎡ 감소),"10,000",0,,"10,000",,0,전세(임차권) 만료
202503,3325,T9E37304,1.국회의원,국회,국회의원,위성락,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2011년식 베라크루즈 배기량(3,000cc) 감소","5,100",0,,"5,100","8,200",0,매도
202503,3326,T9E37304,1.국회의원,국회,국회의원,위성락,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2016년식 투산 배기량(2,000cc)","8,300",0,,0,,"8,300",가액변동 없음
202503,3327,T9E37304,1.국회의원,국회,국회의원,위성락,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,차남,자동차,"2014년식 크루즈 1.8 DOHC 배기량(1,796cc) 감소","3,100",0,,"3,100","1,200",0,매도
202503,3328,T9E37304,1.국회의원,국회,국회의원,위성락,예금,본인,,"(주)KEB하나은행 15,707(38,111 감소), 교보증권 7,국민은행 10,007(3 증가), 농협은행 11,292(3,834 감소), 미래에셋증권 50,513(144,267 감소), 새마을금고중앙회 11,060(292 증가), 신한투자증권 2, 한국투자증권111,941(111,924 증가)","284,522","142,207",,"216,200",,"210,529",급여소득 및 생활비 지출 등
202503,3329,T9E37304,1.국회의원,국회,국회의원,위성락,예금,배우자,,"NH투자증권 1, 교보증권 7, 국민은행 32,228(433 감소), 농협은행 5,169(3,259 증가), 메리츠화재해상보험(보험) 11,520(187 증가), 미래에셋증권 19,320(9,458 증가),새마을금고중앙회 106, 한국투자증권 187,378(89,714증가)","153,544","102,640",,455,,"255,729",급여소득 및 생활비 지출 등
202503,3330,T9E37304,1.국회의원,국회,국회의원,위성락,예금,장남,,"교보증권 7, 국민은행 38,118(1,657 감소), 농협은행5,597(4 증가), 미래에셋증권 45,504(45,350 증가),새마을금고중앙회 1, 신한은행 3(1 증가), 한국투자증권3","45,535","45,355",,"1,657",,"89,233",급여소득 및 생활비 지출 등
202503,3331,T9E37304,1.국회의원,국회,국회의원,위성락,예금,차남,,"(주)KEB하나은행 476,506(13,214 감소), 교보증권 7, 농협은행 19,762(2 증가), 스탠다드차타드은행 68,182(123,868 감소), 유안타증권 2, 한국산업은행 5","701,544","360,700",,"497,780",,"564,464",급여소득 및 생활비 지출 등
202503,3332,T9E37304,1.국회의원,국회,국회의원,위성락,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 36,577(36,577 증가)",0,"36,577",,0,,"36,577",의정활동 정치예금
202503,3333,T9E37304,1.국회의원,국회,국회의원,위성락,증권,배우자,상장주식,"AT&T 0.058607주, DB하이텍 715주(205주 감소),HD현대건설기계 0주(275주 감소), HD현대인프라코어 2,160주(560주 증가), HD현대일렉트릭 0주(4주 감소), HLB0주(20주 감소), HPSP 775주(475주 증가), LG이노텍0주(103주 감소), LG화학 560주(115주 증가), POSCO홀딩스0주(19주 감소), SIMPAC 0주(1,200주 감소), SK이노베이션0주(215주 감소), TPC 0주(500주 감소), 고영 0주(800주 감소), 금호석유 470주(65주 증가), 나인테크 700주(700주 증가), 네패스아크 805주(25주 감소), 더블유씨피 650주, 디이엔티 1,750주(250주 증가), 딥노이드 600주(600주 증가), 레인보우로보틱스 86주(44주 증가), 루닛 45주(45주 증가), 미래컴퍼니 800주(500주 감소), 바이오인프라 1,168주(180주 증가), 버킷스튜디오 5,725주, 뷰노 0주(595주 감소), 블루엠텍 200주(200주 증가), 비덴트 2,940주, 비에이치 50주(50주 증가), 삼성전자 0주(75주 감소), 씨이랩 514주(137주 증가), 씨티알모빌리티 0주(1,600주 감소), 아진산업 3,600주(2,300주 감소), 에코프로머티 0주(80주 감소), 에코프로비엠 0주(31주 감소), 엘앤에프 0주(95주 감소), 예스티 0주(280주 감소), 워너브로스디스커버리 0.014178주, 위메이드 0주(140주 감소), 유한양행75주(75주 증가), 이루다 0주(300주 감소), 이브이첨단소재 4,800주(1,100주 증가), 이수화학 885주, 인탑스 710주, 인텍플러스 290주(210주 증가), 제룡전기 0주(11주 감소), 제이오 1,070주(600주 증가), 제주반도체450주(350주 증가), 진성티이씨 480주(820주 감소), 청담글로벌 0주(500주 감소), 카카오 800주(170주 감소), 카카오게임즈 870주(80주 증가), 카카오페이 960주(40주 증가), 컴투스홀딩스 375주(385주 감소), 케이엔에스 0주(250주 감소), 퀄리타스반도체 980주(420주 증가), 텔레칩스 510주(100주 증가), 팬엔터테인먼트 500주(500주 감소), 포스코인터내셔널 0주(565주 감소), 핑거스토리 3,340주(900주 증가), 하이비젼시스템 200주(200주 증가), 한미반도체 155주(155주 증가), 한화솔루션 304주(196주 감소), 현대건설 70주(70주 증가), 현대차 36주(36주 증가), 효성화학 100주(55주 감소), 희림 0주(270주 감소)","866,541","70,456",,"390,810",,"546,187",거래 및 평가액 변동
202503,3334,T9E37304,1.국회의원,국회,국회의원,위성락,증권,장남,금융채,하나카드 174 0주,"44,630",0,,"44,630",,0,거래 및 평가액 변동
202503,3335,T9E37304,1.국회의원,국회,국회의원,위성락,채무,본인,금융채무,미래에셋증권 0(410 감소),410,0,,410,,0,상환
202503,3336,T9E37304,1.국회의원,국회,국회의원,위성락,채무,본인,건물임대채무,서울특별시 강동구 고덕동 래미안힐스테이트고덕임대보증금,"830,000",0,,0,,"830,000",변동 없음
202503,3337,T9E37304,1.국회의원,국회,국회의원,위성락,채무,본인,건물임대채무,경기도 성남시 분당구 서현동 유성트윈프라자1차임대보증금,"30,000",0,,0,,"30,000",변동 없음
202503,3338,T9E37304,1.국회의원,국회,국회의원,위성락,채무,배우자,금융채무,"국민은행 550,000","550,000",0,,0,,"550,000",변동 없음
202503,3339,T9E37304,1.국회의원,국회,국회의원,위성락,채무,배우자,건물임대채무,경기도 용인시 수지구 동천동 임대보증금,"110,000",0,,0,,"110,000",변동 없음
202503,3340,T9E37304,1.국회의원,국회,국회의원,위성락,채무,배우자,건물임대채무,서울특별시 강남구 논현동 펜트힐캐스케이드 제지2층임대보증금,"72,000",0,,0,,"72,000",변동 없음
202503,3341,T9E37304,1.국회의원,국회,국회의원,위성락,채무,장남,건물임대채무,서울특별시 성동구 도선동 한성아펠타워 임대보증금,"50,000",0,,0,,"50,000",변동 없음
202503,3342,T9E37304,1.국회의원,국회,국회의원,위성락,채무,차남,건물임대채무,서울특별시 중구 정동 삼정 아트테라스 정동 임대보증금,"20,000",0,,0,,"20,000",변동 없음
202503,3343,T9E37304,1.국회의원,국회,국회의원,위성락,골동품 및 예술품,배우자,,"회화 (시화, 100x180Cm, 김상학, 서정주, 1986)","10,000",0,,0,,"10,000",변동 없음
202503,3344,GX38539O,1.국회의원,국회,국회의원,유동수,토지,본인,임야,"제주특별자치도 서귀포시 안덕면 감산리 689-1번지1,402.00㎡","66,034",0,,0,,"66,034",변동없음
202503,3345,GX38539O,1.국회의원,국회,국회의원,유동수,토지,본인,전,전북특별자치도 부안군 부안읍 봉덕리 394-12번지 39.00㎡중 5.50㎡,102,1,,0,,103,가액변동
202503,3346,GX38539O,1.국회의원,국회,국회의원,유동수,토지,본인,전,전북특별자치도 부안군 부안읍 봉덕리 394-13번지235.00㎡,"13,278",141,,0,,"13,419",가액변동
202503,3347,GX38539O,1.국회의원,국회,국회의원,유동수,토지,본인,전,전북특별자치도 부안군 부안읍 봉덕리 394-4번지 219.00㎡,"12,374",131,,0,,"12,505",가액변동
202503,3348,GX38539O,1.국회의원,국회,국회의원,유동수,토지,배우자,도로,인천광역시 계양구 다남동 62-6번지 14.00㎡ 중 7.00㎡,"1,625",0,,60,,"1,565",가액변동
202503,3349,GX38539O,1.국회의원,국회,국회의원,유동수,토지,배우자,도로,인천광역시 계양구 다남동 62-7번지 1.00㎡ 중 0.50㎡,116,0,,4,,112,가액변동
202503,3350,GX38539O,1.국회의원,국회,국회의원,유동수,토지,배우자,도로,인천광역시 계양구 다남동 62-8번지 23.00㎡ 중 11.50㎡,"2,669",0,,99,,"2,570",가액변동
202503,3351,GX38539O,1.국회의원,국회,국회의원,유동수,토지,배우자,도로,인천광역시 계양구 다남동 55-18번지 196.00㎡ 중 98.00㎡,"22,746",0,,843,,"21,903",가액변동
202503,3352,GX38539O,1.국회의원,국회,국회의원,유동수,토지,배우자,도로,인천광역시 계양구 다남동 62-9번지 36.00㎡ 중 18.00㎡,"5,593",19,,0,,"5,612",가액변동
202503,3353,GX38539O,1.국회의원,국회,국회의원,유동수,토지,배우자,전,"인천광역시 남동구 도림동 229번지 1,626.00㎡ 중823.50㎡","250,000",0,,0,,"250,000",변동없음
202503,3354,GX38539O,1.국회의원,국회,국회의원,유동수,토지,배우자,도로,인천광역시 계양구 다남동 55-19번지 82.70㎡ 중 41.35㎡,"9,597",0,,355,,"9,242",가액변동
202503,3355,GX38539O,1.국회의원,국회,국회의원,유동수,토지,배우자,도로,인천광역시 계양구 다남동 55-20번지 101.30㎡ 중 50.65㎡,"11,756",0,,436,,"11,320",가액변동
202503,3356,GX38539O,1.국회의원,국회,국회의원,유동수,건물,본인,사무실(전세(임차)권),인천광역시 계양구 작전동 작전동 덕영빌딩 건물 125.40㎡,"20,000",0,,0,,"20,000",변동없음
202503,3357,GX38539O,1.국회의원,국회,국회의원,유동수,건물,배우자,아파트,인천광역시 계양구 작전동 동보2차아파트 건물 234.03㎡,"365,000",0,,0,,"365,000",변동없음
202503,3358,GX38539O,1.국회의원,국회,국회의원,유동수,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2021년식 G80 2.5T(3세대) 배기량(2,497cc)","35,510",0,,"3,410",,"32,100",가액변동
202503,3359,GX38539O,1.국회의원,국회,국회의원,유동수,예금,본인,,"SK증권 13, 국민은행 11,677(222 증가), 농협은행278,702(100,809 증가), 농협중앙회 1,010(100,000감소), 대신증권 29, 메리츠종금증권 44(1 증가),미래에셋증권 398,218(40,376 증가), 삼성증권 9, 삼성화재해상보험 5,900(1,200 증가), 새마을금고중앙회 35,265(78 증가), 스탠다드차타드은행 1,294(1 증가),신용협동조합중앙회 6,840(272 증가), 신용협동조합중앙회 신용공제사업부 0(60 감소), 신한은행 2, 신한투자증권 5, 씨티은행 865, 중소기업은행9, 한화투자증권 4","696,987","243,239",,"200,340",,"739,886",급여저축 증가 및 생활비 지출 증가 등
202503,3360,GX38539O,1.국회의원,국회,국회의원,유동수,예금,배우자,,"(주)KEB하나은행 0(1 감소), KB라이프생명보험 43,680, SK증권 0(5 감소), 교보증권 0(70 감소), 국민은행 604,708(193,044 감소), 농협손해보험 1,600(600 증가),농협은행 4(3 감소), 농협중앙회 0(26 감소),롯데손해보험 14,040(1,560 증가), 메리츠종금증권 44(1 증가), 미래에셋증권 345(21 증가), 삼성생명보험 204,790(8,052 증가), 새마을금고중앙회 27,153(2,353증가), 신한은행 0(13 감소), 신한투자증권 900(8 증가), 아이엠뱅크 0(8 감소), 한국투자증권 2, 한양증권 79","1,077,920","549,902",,"730,477",,"897,345",급여저축 증가 및 생활비 지출 증가 등
202503,3361,GX38539O,1.국회의원,국회,국회의원,유동수,예금,장녀,,"국민은행 0(20 감소), 농협은행 29,994(29,990 증가),미래에셋증권 1(168 감소), 빗썸 10(10 증가),아이비케이투자증권(주) 3",196,"30,000",,188,,"30,008",급여저축 증가 및 생활비 지출 증가 등
202503,3362,GX38539O,1.국회의원,국회,국회의원,유동수,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 25,686(17,857 증가)","7,829","17,857",,0,,"25,686",후원금 증가
202503,3363,GX38539O,1.국회의원,국회,국회의원,유동수,증권,본인,국채,국민주택1종채권23-06 0주,"171,013",0,,0,,"171,013",일부상품 가액변동
202503,3364,GX38539O,1.국회의원,국회,국회의원,유동수,증권,배우자,상장주식,"덕성 204주, 한국단자 10주","2,353",0,,314,,"2,039",일부상품 가액변동
202503,3365,GX38539O,1.국회의원,국회,국회의원,유동수,증권,장녀,상장주식,"루시드그룹 0주(200주 감소), 테슬라 0주(107주 감소)","35,366",0,,"35,366",,0,일부상품 가액변동
202503,3366,GX38539O,1.국회의원,국회,국회의원,유동수,채권,본인,,사인간채권,"545,000",0,,0,,"545,000",변동없음
202503,3367,GX38539O,1.국회의원,국회,국회의원,유동수,채권,배우자,,사인간채권,"430,000",0,,0,,"430,000",변동없음
202503,3368,GX38539O,1.국회의원,국회,국회의원,유동수,회원권,배우자,골프,김포 SEASIDE 컨트리클럽(김포CC),"123,000",0,,0,,"123,000",변동없음
202503,3369,GX38539O,1.국회의원,국회,국회의원,유동수,가상자산,배우자,,"네스트리 0.00001798개(0.00001798개 증가),더마이다스터치골드 0.00004316개(0.00004316개 증가), 라이트코인 0.00009602개(0.00009602개 증가), 리플 114,429.16830616개(114,429.16830616개 증가), 베리5,882.3529개(5,882.3529개 증가), 비트코인0.05047864개(0.05047864개 증가), 송버드0.00000428개(0.00000428개 증가), 스텔라루멘3,471.91015162개(3,471.91015162개 증가), 윙크3,565.9675개(3,565.9675개 증가), 이더리움네임서비스46.85076682개(46.85076682개 증가), 저스트3.170797개(3.170797개 증가), 클레이다이스81.5528개(81.5528개 증가), 파일코인167.2895103개(167.2895103개 증가)",0,"363,571",,0,,"363,571",신규등록 등
202503,3370,GX38539O,1.국회의원,국회,국회의원,유동수,가상자산,장녀,,"Pundi X PURSE 0.00000015개(0.00000015개 증가), 가스 0.04327785개(0.04327785개 증가), 디스체인15.37337493개(15.37337493개 증가), 리플86.0379492개(86.0379492개 증가), 미스릴2,116.5018779개(2,116.5018779개 증가), 밋원241.42627357개(241.42627357개 증가), 버지0.00000013개(0.00000013개 증가), 비트코인0.00014285개(0.00014285개 증가), 비트토렌트0.00000903개(0.00000903개 증가), 솔로제닉293.06947528개(293.06947528개 증가), 송버드573.46550924개(573.46550924개 증가), 아이오타549.4550968개(549.4550968개 증가), 애드241.42627357개(241.42627357개 증가),에이피이앤에프티 181,317.47108594개(181,317.47108594개 증가),엑스코어 88.07315392개(88.07315392개 증가), 엑스파이 0.05525584개(0.05525584개 증가), 오미세고0.95037429개(0.95037429개 증가), 온톨로지2.92836052개(2.92836052개 증가), 온톨로지가스0.78145608개(0.78145608개 증가), 윙크12,010.37141078개(12,010.37141078개 증가), 유니스왑2개(2개 증가), 이더리움 0.000089개(0.000089개 증가), 이더리움피오더블유 15.37337493개(15.37337493개 증가), 이오스블랙 482.85254714개(482.85254714개 증가), 저스트 139.62658041개(139.62658041개 증가), 챌린지닥 965.70509428개(965.70509428개 증가), 퀀텀 0.0000379개(0.0000379개 증가), 크로노스0.0000574개(0.0000574개 증가), 키토큰196.71573412개(196.71573412개 증가), 플레어573.46507905개(573.46507905개 증가), 호루스페이482.85254714개(482.85254714개 증가)",0,588,,0,,588,신규등록 등
202503,3371,GX38539O,1.국회의원,국회,국회의원,유동수,고지거부 및 등록제외사항,차녀,,고지거부,0,0,,0,,0,독립생계유지
202503,3372,MU69217P,1.국회의원,국회,국회의원,유상범,건물,본인,아파트,서울특별시 서초구 반포동 반포써밋 건물 106.52㎡,"2,397,000",0,,0,,"2,397,000",가액변동 없음
202503,3373,MU69217P,1.국회의원,국회,국회의원,유상범,건물,본인,사무실(전세(임차)권),강원특별자치도 횡성군 횡성읍 읍상리 2층 건물 102.60㎡,"10,000",0,,0,,"10,000",변동없음
202503,3374,MU69217P,1.국회의원,국회,국회의원,유상범,건물,본인,사무실(전세(임차)권),강원특별자치도 홍천군 홍천읍 신장대리 2층 건물132.00㎡,"5,000",0,,0,,"5,000",변동없음
202503,3375,MU69217P,1.국회의원,국회,국회의원,유상범,건물,본인,아파트(전세(임차)권),강원특별자치도 영월군 영월읍 하송리 하송(4)주공아파트건물 0.00㎡ (건물 49.96㎡ 감소),"5,000",0,,"5,000",,0,소유주 변경으로 인한 계약종료
202503,3376,MU69217P,1.국회의원,국회,국회의원,유상범,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2020년식 E300 배기량(2,996cc)","42,700",0,,"7,610",,"35,090",가액변동
202503,3377,MU69217P,1.국회의원,국회,국회의원,유상범,예금,본인,,"KB라이프생명보험 65,629(2,545 증가), 농협은행 200,041(200,034 증가), 농협중앙회 5,메리츠화재해상보험(보험) 1,645(393 증가), 신한은행137,110(64,595 감소)","266,053","202,972",,"64,595",,"404,430","본인, 배우자, 차남의 급여 저축, 채권 일부회수"
202503,3378,MU69217P,1.국회의원,국회,국회의원,유상범,예금,배우자,,"(주)KEB하나은행 139,719(36,149 증가),AIA생명보험주식회사 462(347 증가),메리츠화재해상보험(보험) 19,211(2,081 증가), 미래에셋생명보험 53,500(3,600 증가), 삼성화재해상보험 3,700(240 증가), 신한은행 99,985(10,826 증가), 우체국2,338, 유안타증권 6,698(129 증가), 주식회사 카카오뱅크474(1,293 감소), 중소기업은행 3, 키움증권 13(4 증가)","274,020","94,068",,"41,985",,"326,103","본인, 배우자, 차남의 급여 저축, 채권 일부회수"
202503,3379,MU69217P,1.국회의원,국회,국회의원,유상범,예금,차남,,"신한은행 56,055(30,151 증가), 키움증권 728(728 증가),토스증권(주) 26(25 증가)","25,905","48,904",,"18,000",,"56,809","본인, 배우자, 차남의 급여 저축, 채권 일부회수"
202503,3380,MU69217P,1.국회의원,국회,국회의원,유상범,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 170,616(64,292 증가)","106,324","64,292",,0,,"170,616",후원금 증가 및 선거비용보전금
202503,3381,MU69217P,1.국회의원,국회,국회의원,유상범,증권,배우자,상장주식,"나이벡 0주(137주 감소), 나인테크 33주, 데일리블록체인 17주, 두산에너빌리티보통주 0주(131주 감소), 디오27주(13주 증가), 바이오니아 35주(35주 증가), 삼성바이오로직스보통주 0주(1주 감소), 삼성전자보통주 39주(7주 감소), 삼천당제약 0주(1주 감소), 서울반도체72주(67주 증가), 셀루메드 33주(18주 감소), 셀리버리181주, 시프트업보통주 17주(17주 증가), 아미코젠80주(40주 증가), 아이큐어 186주(128주 증가), 알체라81주(30주 증가), 알테오젠 1주(4주 감소), 압타바이오32주(9주 증가), 애경산업보통주 12주, 에스씨엠생명과학58주(10주 증가), 에이프릴바이오 36주(36주 증가), 에코프로에이치엔 12주(4주 증가), 엘에스머트리얼즈 4주(3주 증가), 오스코텍 66주(66주 증가), 우진엔텍94주(94주 증가), 웹케시 26주(40주 감소), 이엔플러스보통 34주, 지아이이노베이션 0주(23주 감소), 진매트릭스 17주(5주 증가), 카카오보통주 14주(1주 증가), 컨버즈보통주 7주, 케이피엠테크 0주(47주 감소), 큐렉소 80주(46주 증가), 토니모리보통주 178주(178주 증가), 파로스아이바이오 143주(143주 증가), 파미셀보통주 54주, 피씨엘 97주(20주 감소), 한국콜마보통주 40주(40주 증가), 한미반도체보통주 54주(54주 증가), 한화인더스트리얼솔루션즈보통주28주(28주 증가), 현대로템보통주 0주(64주 감소), 현대자동차보통주 3주(3주 증가)","19,091","16,562",,"11,696",,"23,957",주식매매 및 평가액변동
202503,3382,MU69217P,1.국회의원,국회,국회의원,유상범,채권,본인,,사인간채권 감소,"200,000",0,,"10,000",,"190,000",일부회수
202503,3383,MU69217P,1.국회의원,국회,국회의원,유상범,채권,배우자,,사인간채권 감소,"200,000",0,,"10,000",,"190,000",일부회수
202503,3384,MU69217P,1.국회의원,국회,국회의원,유상범,고지거부 및 등록제외사항,장남,,고지거부,0,0,,0,,0,독립생계유지
202503,3385,JZV5283U,1.국회의원,국회,국회의원,유영하,토지,본인,임야,"경상북도 구미시 도개면 용산리 산 21-3번지 8,974.00㎡","22,256",0,,0,,"22,256",가액변동 없음
202503,3386,JZV5283U,1.국회의원,국회,국회의원,유영하,토지,장남,임야,"경상북도 구미시 도개면 용산리 산 19-2번지 5,649.00㎡","15,987",0,,0,,"15,987",가액변동 없음
202503,3387,JZV5283U,1.국회의원,국회,국회의원,유영하,토지,장남,임야,"경상북도 구미시 도개면 용산리 산 21-1번지 13,584.00㎡","33,824",0,,0,,"33,824",가액변동 없음
202503,3388,JZV5283U,1.국회의원,국회,국회의원,유영하,토지,장남,임야,"경상북도 의성군 단밀면 낙정리 산 1-1번지 4,144.00㎡","5,594",0,,0,,"5,594",가액변동 없음
202503,3389,JZV5283U,1.국회의원,국회,국회의원,유영하,토지,장남,임야,"경상북도 의성군 단밀면 낙정리 산 95번지 15,074.00㎡","11,758",0,,0,,"11,758",가액변동 없음
202503,3390,JZV5283U,1.국회의원,국회,국회의원,유영하,건물,본인,아파트,서울특별시 강남구 개포동 경남아파트 건물 166.48㎡ 중99.89㎡,"1,330,800",0,,0,,"1,330,800",가액변동 없음
202503,3391,JZV5283U,1.국회의원,국회,국회의원,유영하,건물,배우자,아파트,서울특별시 강남구 개포동 경남아파트 건물 166.48㎡ 중66.59㎡,"887,200",0,,0,,"887,200",가액변동 없음
202503,3392,JZV5283U,1.국회의원,국회,국회의원,유영하,건물,배우자,아파트(전세(임차)권),대구광역시 달서구 용산동 용산롯데캐슬그랜드 건물84.73㎡,"20,000",0,,0,,"20,000",변동 없음
202503,3393,JZV5283U,1.국회의원,국회,국회의원,유영하,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2020년식 GV80 배기량(2,996cc)","55,500",0,,"4,000",,"51,500",가액변동
